Composer	Title	RISM ID	A number	B number
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 334:] LV. | Uber das Evangelium am vier und zwantzig= | sten Sontage nach dem Feste der H. | Dreifaltigkeit/ | [...] | Dises kan auch gesungen werden auf die Melodei deß | schönen Gebeht Lides: | Allein zu Dir HErr Jesu Christ/ u.s.w."	1001068542		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 340:] LVI. | Uber das Evangelium am fünf und zwantzig= | sten Sontage nach dem Feste der H. | Dreifaltigkeit/ | [...] | Dises kan auch gesungen werden auf die Melodei | des bekanten Buhs Lideß: | Erbarm dich mein O HErre Gott/ u.s.w."	1001068543		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 308:] LI. | Uber das Evangelium am zwantzigsten Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auff die Melodei des | geistreichen Lideß: | Wachet auf/ ruffet uns sie Stimme."	1001068536		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 314:] LII. | Uber das Evangelium am ein und zwantzigsten | Sont. nach dem Feste der H. Dreifaltigk. | [...] | Dises kan man singen auff die Melodei des schönen | Kirchengesanges: | Durch Adams Fall ist gantz verderbt/ u.s.w."	1001068537		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 322:] LIII. | Uber das Evangelium am zwei und zwantzig= | sten Sontage nach dem Feste der H. | Dreifaltigkeit/ | [...] | Dises kan man singen auf die Melodei deß bekandten | Lides: | Komt her zu mir/ spricht Gottes Sohn/ u.s.w."	1001068538		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 328:] LIV. | Uber das Evangelium am drei und zwantzig= | sten Sontage nach dem Feste der H. | Dreifaltigkeit/ | [...] | Dises kan gesungen werden auff die Melodei deß | schönen Lideß: | Jn Dich hab Jch gehoffet HErr/ u.s.w."	1001068540		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 352:] LVIII. | Uber das Evangelium am sieben und zwan= | zigsten Sontage nach dem Feste der H. | Dreifaltigkeit/ | [...] | Dises kan man auch singen auff die Melodei deß | Christlichen Abscheid [!] Liedes: | Hertzlich thut mich verlangen nach einem seligen End."	1001068547		
Anonymus$030004985	"Les Cantiques sacrés pour les principales solemnités des Chrétiens, et sur divers autres sujets. Nouvelle édition augmentée, avec la musique toute au long. [Amsterdam, ""par la Compagnie des Libraires""]"	990070743	AN 442	
"Winter, Peter von$d1754-1825$0141907"	"Calipso. Dramma per musica in due atti ... im Klavierauszuge vom Musikdir. M. G. Fischer. [Leipzig, Breitkopf & Härtel]"	990068708	W 1296; WW 1296	
"Wolf, Ernst Wilhelm$d1735-1792$0146800"	"Trois quatuors [B, Es, D] à deux violons, taille & basse, œuvre premier. [Berlin, Johann Julius Hummel; Amsterdam, au grand magazin de musique]"	990069209	W 1803; WW 1803	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 94:] XVI. | Uber das Evangelium deß Fastnacht Sonta= | ges/ von den Alten Quinquagesima | oder Estomihi genant/ | [...] | Dises kan gesungen werden auf die Melodei deß auß= | führlichen Passion Lideß: | O Mensch bewein dein Sünde groß/ u.s.w."	1001067508		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 1:] Abendlied."	1001070779		
"Bach, Carl Philipp Emanuel$d1714-1788$02561"	"[heading, p. 2:] Zufriedenheit mit seinem Zustande."	1001070781		
"Storace, Stephen$d1762-1796$030003060"	"È di matti questo mondo. A favorite air. [London, Birchall & Andrews; for S. Storace]"	990062932	S 6645; SS 6645	
"Storace, Stephen$d1762-1796$030003060"	"No song, no supper. A comic opera in two acts as performed at the Theatre Royal Drury Lane, the music chiefly composed & adapted for the harpsichord or piano-forte by Stephen Storace. [London, Longman & Broderip]"	990063071	S 6789; SS 6789	
"Storace, Stephen$d1762-1796$030003060"	"[Einlage-Rondo:] Care donne che bramate ... in the opera of Il Re Teodoro in Venezia. [London, Longman & Broderip]"	990063152	S 6870; SS 6870	
"Topham, William$d17/18$030014779"	"Six sonata's or solos for the flute, with a through bass for the harpsicord. [London, John Walsh & J. Hare]"	990064474	T 967	
"Vanhal, Johann Baptist$d1739-1813$0114557"	"A favorite overture [C] for the harpsichord or piano forte ([Kopftitel:] Overture 42 C. Vanhall; viersätzig) [London, Longman & Broderip]"	990065343	V 332	
"Viotti, Giovanni Battista$d1755-1824$0144451"	"A third grand concerto [a], arranged for the piano forte, with or without additional keys, with accompaniments for violin, alto & bass, &c., by Mr. Dussek. [London, Edinburgh, Corri, Dussek & Co.]"	990066853	V 1865	
"Wagenseil, Georg Christoph$d1715-1777$030003284"	"Six concertos [F, C, F, D, G, A] for the harpsicord or organ with accompanyments for two violins and a bass. [London, John Walsh]"	990067575	W 16; WW 16	
"Stuck, Jean-Baptiste$d1680-1755$030003081"	"Cantates françoises à voix seule et bassecontinue avec et sans symphonies ... [livre second] [Paris, Christophe Ballard]"	990063310	S 7033; SS 7033	
"Storace, Stephen$d1762-1796$030003060"	"Beaux yeux, and jeunes cœurs soyez fidelles. The favorite French air & gavotte. [London, Birchall & Andrews; for S. Storace]"	990062931	S 6644; SS 6644	
"Tessarini, Carlo$d1690c-1766p$030003123"	"Sinfonie [D, F, G, C, D, F] a due violini e basso o cembalo, opera settima. [Paris, Mme Boivin; Le Clerc; Castagnery; Guersant]"	990064074	T 555; TT 555	
"Tessarini, Carlo$d1690c-1766p$030003123"	"Sonate da camera e chiesa [D, Es, A, c, F, B] a due violini e basso ... opera nona. [Paris, Mme Boivin; Le Clerc; Castagnery; Guersant]"	990064076	T 557; TT 557	
"Tessarini, Carlo$d1690c-1766p$030003123"	"Sei trio [G, A, B, C, d, Es] a due violini e basso ... opera sesta. [Paris, aux adresses ordinaires (gravé par Robert)]"	990064073	T 554; TT 554	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 4:] I. | Uber das Evangelium am Ersten | Advents Sontage/ | [...] | Dises Lied kan auch gesungen werden auf die Melo= | dei des sonst bekanten Gesanges: | HErr Christ thu mir verleihen/ u.s.w."	1001066708		
"Vitali, Filippo$d1599c-1653$030005576"	"Il secondo libro de madrigali a cinque voci. [Firenze, Pietro Cecconcelli]"	990067116	V 2133	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 22:] IV. | Uber das Evangelium am Vierten | Advents Sontage/ | [...] | Dises Lied kan man auch singen auff die Weise deß | schönen Kirchengesanges: | HErr Christ der Einig GOttes Sohn/ [&]c."	1001067419		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 58:] X. | Uber das Evangelium des dritten Sontages | nach dem Feste der H. drei Könige/ | [...] | Dises Lied kan man auch singen auf die Melodei | des schönen Lides: | Von allen Menschen abgewand."	1001067436		
"Weldon, John$d1676-1736$030004520"	"A collection of aires for two flutes and a bass, compos'd by Mr. J. Weldon, Mr. Henr Simons, and others. [London, John Walsh & J. Hare]"	990068183	W 713	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 46:] VIII. | Uber das Evangelium des ersten Sontages | nach dem Fest der Heiligen drei Könige/ | [...] | Dises kan man singen auff die Melodei des | Morgen Lides: | Aus meines Hertzen Grunde. u.s.w."	1001067431		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 52:] IX. | Uber das Evangelium am andern Sontages | nach dem Fest der H. drei Könige/ | [...] | Dises Lied kan man auch singen nach der Weise | deß bekanten Liedes: | Auff meinen lieben GOTT/ [&]c."	1001067435		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 40:] VII. | Uber das Evangelium am Sontage nach dem | Fest der Beschneidung Christi/ oder | H. Neuen Jahrstage/ | [...] | Dises kan man auch singen auf die Melodei des gahr | wolbekanten Liedes: | Warum betrübst du dich mein Hertz."	1001067430		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 34:] VI. | Uber das Evangelium am Sontage | nach dem H. Christage. | [...] | Dises Lied kan auch gesungen werden auf die Melo= | dei des gahr alten schönen Weihenachtgesanges: | Ein Kindelein so Löbelich. u.s.w."	1001067423		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 28:] V. | Uber das Evangelium am heiligen | Christtage/ | [...] | Dises Lied kan man auch singen auf die ge= | bräuchliche Weise deß schönen Weihnachtliedes: | Gelobet seystu Jesu Christ:"	1001067421		
"Weiss, Carl$d1738-1795$0131156"	"Six solos [D, G, C, A, d, G] for the german flute and bass ... opera III. [London, John Welcker]"	990068144	W 614	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 64:] XI. | Uber das Evangelium des vierdten Sontages | nach dem Feste der H. drei Könige/ | [...] | Dises kan man singen auf die Melodei des geist= | reichen Kirchen Liedes: | Jch ruff zu Dir HErr JEsu CHrist."	1001067439		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 70:] XII. | Uber das Evangelium des fünften Sontages | nach dem Feste der H. drei Könige/ | [...] | Dises kan man auch singen nach der Weise | des schönen Lideß: | Es wolt uns GOTT genädig sein. u.s.w."	1001067446		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 82:] XIV. | Uber das Evangelium des Sontages/ von den | Alten Septuagesima genant/ | [...] | Dises kan auch gesungen werden auff die Melodei | deß gahr schönen Kirchengesanges: | An Wasserflüssen Babilon/ u.s.w."	1001067455		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 76:] XIII. | Uber das Evangelium des sechsten Sontags | nach dem Feste der Heil. drei Könige/ | [...] | Dises Lied kan man auch singen auf die Melodei des | gahr herlichen und schönen Kirchen gesanges: | Nun freuet Euch liben Christen gemein/ [&]c."	1001067451		
"Vanhal, Johann Baptist$d1739-1813$0114557"	"The favorite overture ... adapted for the harpsicord or piano forte. [London, J. Bland]"	990065344	V 333; VV 333	
"Vanhal, Johann Baptist$d1739-1813$0114557"	"The favorite overture ... adapted for the harpsicord or piano forte. [London, J. Bland]"	990065351	V 341	
"Viotti, Giovanni Battista$d1755-1824$0144451"	"Viotti's celebrated new grand concerto in G ... adapted for the piano forte ... by J. L. Dussek. [London, Corri, Dussek & Co.]"	990066849	V 1860; VV 1860	
"Sacchini, Antonio$d1730-1786$030002777"	"Six sonatas for the harpsichord, or piano forte, with a violin accompaniment, opera III. [London, Robert Bremner]"	990056816	S 293	
"Sarti, Giuseppe$d1729-1802$030002832"	"Cari figli un'altro amplesso ... in the opera of Giulio Sabino. [London, Longman & Broderip]"	990057445	S 971; SS 971	
"Sammartini, Giovanni Battista$d1700c-1775$030002798"	"XII Sonate [F, B, D, A, F, B, A, F, B, Es, F, B] a due e tre violini col basso del Signor Giuseppe San Martini Milanese, opera seconda [die Sonaten II, VI, X und XII wahrscheinlich von Antonio Brioschi]. [Paris, Le Clerc le cadet; Le Clerc; Boivin (gravé par Labassée); Paris, Le Clerc le cadet; Le Clerc; Boivin (gravé par Labassée)]"	990057164	S 665; SS 665	
"Pleyel, Ignace$d1757-1831$024761"	A favorite overture ... arranged for the piano-forte or harpsichord with an accompaniment for the violin by Francisco Tomich. ([Kopftitel:] N|o II)	990051942	P 4529	
"Scarlatti, Domenico$d1685-1757$030002849"	"[Erweiterter Nachdruck, u. a. mit einem Stück von Roseingrave und einer Fuge von Alessandro Scarlatti:] XLII Suites de pièces pour le clavecin, en deux volumes. [London, Preston & son]"	990057650	S 1192; SS 1192	
"Schobert, Johann$d1735c-1767$030002916"	"Trois sinfonies pour le clavecin avec l'accompagnement d'un violon & deux cornes de chasse ad libitum ... œuvre IX. [London, Robert Bremner]"	990058396	S 1963; SS 1963	
"Schobert, Johann$d1735c-1767$030002916"	Deux sonates pour le clavecin avec accompagnement de violon Violin part... œuvre I. [London: Printed and sold by R. Bremner]	990058353	S 1918; SS 1918	
"Schobert, Johann$d1735c-1767$030002916"	"CONCERTO I | Pour le | CLAVECIN | Avec accompagnement de deux | VIOLONS ALTO et BASSE | Et deux Cors de Chasse ad Libitum | PAR | M: Schobert | OP. XI [London, Robert Bremner]"	990058413	S 1980; SS 1980	
"Schröter, Johann Samuel$d1752c-1788$030002927"	"Six sonatas for the piano forte or harpsichord, with an accompanyment for a german flute or violin, opera 4. [London, William Napier]"	990058613	S 2182; SS 2182	
"Schmid, Balthasar$d1705-1749$030009864"	"... zweyte vermehrte Auflage. [Nürnberg, Johann Michael Schmidt]"	990058132	S 1691; SS 1691	
"Schobert, Johann$d1735c-1767$030002916"	"Concerto III pastorale pour le clavecin, avec accompagnement de deux violons, alto et basse, deux cors de chasse ad libitum ... op. XIII [London, Robert Bremner]"	990058421	S 1988; SS 1988	
"Schobert, Johann$d1735c-1767$030002916"	"Deux sonates pour le clavecin ... oeuvre IV. [London, Robert Bremner]"	990058370	S 1937; SS 1937	
"Schobert, Johann$d1735c-1767$030002916"	"Trois quatuor pour le clavecin avec accompagnement de deux violons et basse ad libitum ... opera VII. [London, Robert Bremner]"	990058385	S 1952; SS 1952	
"Schobert, Johann$d1735c-1767$030002916"	"Concerto II pour le clavecin avec accompagnement de deux violons, alto et basse (deux oboe, deux cors de chasse ad libitum) ... op. XII [London, Robert Bremner]"	990058417	S 1984	
"Schobert, Johann$d1735c-1767$030002916"	"Deux sonates pour le clavecin avec accompagnement de violon ... œuvre V. [London, Robert Bremner]"	990058374	S 1941	
"Schobert, Johann$d1735c-1767$030002916"	"Trois sonatas pour le clavecin avec accompagnements de violon et basse ad libitum ... opera VI. [London, Robert Bremner]"	990058379	S 1946; SS 1946	
"Schobert, Johann$d1735c-1767$030002916"	"Deux sonates pour le clavecin avec accompagnement de violon ... œuvre VIII. [London, Robert Bremner]"	990058390	S 1957	
"Schobert, Johann$d1735c-1767$030002916"	"Trois sinfonies pour le clavecin avec l'accompagnement d'un violon & deux cornes de chasse ad libitum ... œuvre X. [London, Robert Bremner]"	990058403	S 1970	
"Schobert, Johann$d1735c-1767$030002916"	"Six sonates pour le clavecin ... opera XIV. Les parties d'accompagnements sonts ad libitum. [London, Robert Bremner]"	990058427	S 1994	
"Schobert, Johann$d1735c-1767$030002916"	"Deux sonates pour le clavecin avec accompagnement de violon ... oeuvre II. [London, Robert Bremner]"	990058359	S 1925; SS 1925	
"Schobert, Johann$d1735c-1767$030002916"	"Deux sonates pour le clavecin avec l'accompagnement de violon ad libitum ... opera III. [London, Robert Bremner]"	990058364	S 1931	
"Schobert, Johann$d1735c-1767$030002916"	"A complete collection of the works of Mons|r Schobert, for the harpsichord or piano forte [42 Sonaten, 293p., zum Teil mit eigenem Titelblatt] [London, J. Bland]"	990058461	S 2029	
"Schobert, Johann$d1735c-1767$030002916"	"Concerto IV pour le clavecin avec accompagnement de deux violons, alto et basse, et deux cors de chasse ad libitum ... op. XV [London, Robert Bremner]"	990058434	S 2001	
"Sacchini, Antonio$d1730-1786$030002777"	"Evelina. Opéra en trois actes ... représenté pour la première fois ... le mardi 29 avril 1788. [Paris, Imbault]"	990056640	S 89; SS 89	
"Sacchini, Antonio$d1730-1786$030002777"	"[Paris, Le Duc (écrit par Ribière, imprimé par Basset)]"	990056683	S 133; SS 133	
"Sacchini, Antonio$d1730-1786$jAscertained$030002777"	Evelina. Opéra en trois actes ... représenté pour la première fois ... le mardi 29 avril 1788.	990056638	S 87; SS 87	
"Sacchini, Antonio$d1730-1786$030002777"	"Chimène, ou Le Cid ... réduite pour piano et chant par Eugène Gigout. [Paris, T. Michaelis]"	990056688	S 138; SS 138	
"Sacchini, Antonio$d1730-1786$030002777"	"Serba costante costante in petto. The favorite rondo ... for Signora Marchetti. [London, J. Bland]"	990056802	S 279; SS 279	
"Sammartini, Giuseppe$d1695-1750$030002799"	"XII Sonate a due violini, e violoncello, e cembalo, se piace, opera terza. [London, John Walsh]"	990057221	S 722; SS 722	
"Sarti, Giuseppe$d1729-1802$030002832"	"[Kopftitel:] Con qual core, oh Dio. Sung ... in the opera of Giulio Sabino. [London, Longman & Broderip]"	990057453	S 981; SS 981	
"Reeve, William$d1757-1815$030006594"	"The apparition. A musical entertainment. [London, Preston & son]"	990053918	R 522	
"Rameau, Jean-Philippe$d1683-1764$0169730"	"Additions à l'opera de Zaïs. Nouveau début de l'ouverture. [Paris, auteur; Vve Boivin; Le Clair]"	990053591	R 170	
"Rameau, Jean-Philippe$d1683-1764$0169730"	"Zoroastre, | Tragedie, | Mise En Musique | Mise En Musique | Par M. Rameau, | Représentée pour la premiere fois par l'Académie Royale de Musique, | le 2. Decembre 1749"	990053592	R 171; RR 171	
"Marcello, Benedetto$d1686-1739$030002070"	"[vol. 1, f. 3r, title page:] ESTRO | Poetico-Armonico. | PARAFRASI | Sopra li primi | VENTICINQUE SALMI. | POESIA | di | GIROLAMO ASCANIO GIUSTINIANI, | MUSICA | di | BENEDETTO MARCELLO | PATRIZI VENETI. | TOMO PRIMO. [engraving] | VENEZIA MDCCXXIV. [London, Welcker]"	990039175	M 428; MM 428	
"Lampugnani, Giovanni Battista$d1708-1788$030001863"	"Six sonatas for two violins with a through bass for the harpsicord or violoncello, compos'd by Sigr. Gio. Batista Lampugnani and St. Martini of Milan [London, J. Walsh]"	990036313	L 522	
"Lappi, Pietro$d1575c-1630c$030013848"	"Sacra omnium solemnitatum vespertina psalmodia, cum tribus Beatae Virginis Mariae canticis, octonis vocibus concinenda [Venezia, Alessandro Raverii]"	990036464	L 674; LL 674	
"Lidl, Andreas$d1789a+$030009502"	"Six trios [A, C, D, G, E, C] for a violin or flauto, violino secondo, and violoncello obligato ... opera I|m|o [London, Longman, Lukey & Broderip]"	990038032	L 2367	
"Loeillet, Jean-Baptiste$d1688-1720c$030011987"	"XII Sonatas or solos for a flute with a thorough bass for the harpsicord or bass violin ... opera 2|d|a [London, J. Walsh & J. Hare]"	990038365	L 2715	
"Marcello, Benedetto$d1686-1739$030002070"	"The first fifty psalms ... adapted to the English version by John Garth [London, John Johnson]"	990039173	M 426; MM 426	
"Méhul, Etienne-Nicolas$d1763-1817$0101056"	"Les deux aveugles de Tolède. Opéra comique en un acte et en prose ... représenté ... le mardi, 28 janvier 1806 [Paris, magazin de musique]"	990040475	M 1788; MM 1788	
"Martini, Johann Paul Aegidius$d1741-1816$0477616"	"Le droit du seigneur. Comédie en trois actes ... représentée pour la première fois ... le 17 octobre 1783 [Paris, Brunet, aux adresses ordinaires]"	990039772	M 1045; MM 1045	
"Koželuh, Leopold$d1747-1818$035531"	"Three sonatas for the piano forte or harpsichord, with accompanyments for a german flute or violin & violoncello ... op. 37 [London, J. Bland]"	990034360	K 1564	
"Méhul, Etienne-Nicolas$d1763-1817$0101056"	"Le jeune sage et le vieux fou. Comédie en un acte en prose, par Hoffman. Représentée ... le jeudy 28 mars 1793 [Paris, Cousineau père et fils (Huguet)]"	990040611	M 1926; MM 1926	
"Méhul, Etienne-Nicolas$d1763-1817$0101056"	"Stratonice. Comédie héroïque en un acte et en vers, par Hoffman. Représentée ... le jeudi, 3 mai 1792 [Paris, Cousineau père et fils (Huguet)]"	990040716	M 2033; MM 2033	
"Martini, Johann Paul Aegidius$d1741-1816$0477616"	"L'amoureux de quinze ans, ou La double fête. Comédie en trois actes ... représentée pour la première fois ... le 18 avril 1771 ... œuvre VII|e [Paris, Bureau d'Abonnement Musical; aux adresses ordinaires (Récoquillée)]"	990039747	M 1017; MM 1017	
"Lemaire, Louis$d1694c-1750c$030001921"	"... (8|e) cantatille nouvelle ... [Paris, auteur; Boivin; Le Clerc (gravé par Dumont)]"	990037524	L 1755	
"Leveridge, Richard$d1670-1758$030014069"	"A second book of songs with a through bass to each song [London, J. Walsh; J. Hare; J. Young; s.d.]"	990037930	L 2179; LL 2179	
"Martín y Soler, Vicente$d1754-1806$030002097"	"VI Ariettes, paroles italiennes et allemandes, accompagnées du piano forte, ou de la guitarre [Heft 1 und 2] [London, Longman & Broderip]"	990039710	M 978	
"Martini, Johann Paul Aegidius$d1741-1816$0477616"	"Henry IV. Drame lyrique en trois actes ... représenté pour la première fois ... le 14 novembre 1774 [Paris, Sieber (Huguet)]"	990039792	M 1071; MM 1071	
"Martini, Johann Paul Aegidius$d1741-1816$0477616"	"École d'orgue, divisée en trois parties [Paris, Imbault]"	990039870	M 1164; MM 1164	
"Pecci, Tomaso$d1576-1604$030014476"	Del Signor Tomaso Pecci. Madrigali a cinque voci. Quarta impressione.	990048691	P 1108;	B/I 1616 16
"Pepusch, Johann Christoph$d1667-1752$030002471"	"... the fifth edition ... [London, John Watts]"	990048778	P 1198	
"Persuis, Louis-Luc Loiseau de$d1769-1819$030004798"	"Jérusalem délivrée. Opéra en cinq actes ... représenté pour la première fois sur le Théâtre de l'Académie impériale de musique, le 15 septembre 1812. [Paris, auteur]"	990049027	P 1484; PP 1484	
"Paradisi, Pietro Domenico$d1707-1791$030004882"	"Sonate [G, B, E, c, F, A, B, e, a, D, F, C] di gravicembalo. [London, Longman & Broderip]"	990048493	P 898	
"Pleyel, Ignace$d1757-1831$024761"	"Trois quatuors ... arrangés pour clavecin ou piano-forte avec accompagnemens de violon et basse par M|r Lachnitt, 6|e suitte [London, Longman & Broderip]"	990051272	P 3852	
"Pleyel, Ignace$d1757-1831$024761"	"Three sonatas [C, A, D] for the piano-forte or harpsichord ... humbly dedicated to the King of Naples [London, Preston & son]"	990052033	P 4620; PP 4620	
"Pleyel, Ignace$d1757-1831$024761"	"Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forté avec accompagnement d'un violon, ad-libitum ... livre 9 [Paris, Imbault]"	990051958	P 4545	
"Pleyel, Ignace$d1757-1831$024761"	"Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forté avec accompagnement d'un violon, ad-libitum ... livre 6 [Paris, Imbault]"	990051976	P 4563; PP 4563	
"Pleyel, Ignace$d1757-1831$024761"	"Six sonatas for the piano forte or harpsichord with an accompaniment for a flute or violin ... dedicated (by permission) to Her Majesty The Queen of Great Britain [[London], G. Walker]"	990052064	P 4651	
"Pleyel, Ignace$d1757-1831$024761"	"[Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forté avec accompagnement d'un violon, ad-libitum ... livre 10] [Paris, Imbault]"	990052021	P 4608	
"Pleyel, Ignace$d1757-1831$024761"	"Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forté avec accompagnement d'un violon, ad-libitum ... livre 7 [Paris, Imbault]"	990052037	P 4624; PP 4624	
"Pleyel, Ignace$d1757-1831$024761"	"Three grand sonatas for the piano-forte or harpsichord in which are introduced for the subjects of the adagios & last movements select Scotish airs with accompanyments for a violin and violoncello ... second set [London, Preston & son ...; for the proprietors [George Thomson]]"	990051159	P 3738; PP 3738	
"Pleyel, Ignace$d1757-1831$024761"	"Three grand sonatas for the piano-forte with accompaniments for the violin & bass, being the second book of a sett of twelve new sonatas ... op. 31 [London, Edinburgh, Corri, Dussek & Co.]"	990051213	P 3793	
"Pleyel, Ignace$d1757-1831$024761"	"Trois quatuors ... tirés de l'œuvre dédié à Sa M. Le Roi de Prusse arrangés pour clavecin ou piano-forte avec accompagnemens de violon et basse par M|r Lachnitt, 5|t|h suitte [London, Longman & Broderip]"	990051291	P 3871; PP 3871	
"Paisiello, Giovanni$d1740-1816$01874"	"Piche, cornacchie e nottole [Duett]. [London, Longman & Broderip]"	990047943	P 324; PP 324	
"Pleyel, Ignace$d1757-1831$024761"	"Three grand sonatas for the piano-forte or harpsichord in which are introduced for the subjects of the adagios & last movements select Scotish airs with accompaniments for a violin and violoncello 1|s|t set [London, Preston & son ...; for the proprietors [George Thomson] (Paton scripsit, Kirkwood sculp.); London, Preston & son ...; for the proprietors [George Thomson] (Paton scripsit, Kirkwood sculp.); London, Preston & son ...; for the proprietors [George Thomson] (Paton scripsit, Kirkwood sculp.)]"	990051143	P 3722; PP 3722	
"Pleyel, Ignace$d1757-1831$024761"	"Petits airs et rondos d'une exécution facile pour le clavecin ou le piano-forté avec accompagnement d'un violon, ad-libitum ... livre 8 [Paris, Imbault]"	990051952	P 4539; PP 4539	
"Pleyel, Ignace$d1757-1831$024761"	"A select collection of original Scotish airs for the voice, to each of which are added introductory & concluding symphonies & accompanyments for the violin & piano forte ... with select & characteristic verses ... many of them entirely new ... 1|s|t set [London, Preston & son ...; for the proprietor G. Thomson (Nesle sculpt.)]"	990050064	P 2635; PP 2635	
"Pepusch, Johann Christoph$d1667-1752$030002471"	"The beggar's opera. As it is acted at the Theatre-Royal in Lincolns-Inn-Fields, written by Mr. Gay, 2. edition: to which is added the ouverture in score; and the musick prefix'd to each song. [London, John Watts]"	990048774	P 1194; PP 1194	
"Pergolesi, Giovanni Battista$d1710-1736$030002483"	"La serva padrona ... rappresentato in Parigi nell' autunno 1752. [Paris, éditeur; aux adresses ordinaires (imprimé par Auguste de Lorraine)]"	990048943	P 1393; PP 1393	
"Peace, James$030012689"	"Divine harmony: a collection of hymn and psalm tunes for one, two, three and four voices, with a thorough bass for the organ, harpsichord, piano-forte. [Dublin, J.M. Calley; for the author; Dublin, J.M. Calley; for the author]"	990048675	P 1091	
"Paixaõ Ribeiro, Manuel da$d18.sc$030013306"	"Nova arte de viola ... divida em duas partes ... com estampas das posturas ... e com alguns minuettes, e modinhas por musica, e por cifra. [Coimbra, ""na Real Officina da Universidade""]"	990048245	P 647	
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 188:] XXXI. | Uber daß Evangelium am Festtage der Heili= | gen Dreifaltigkeit/ | [...] | Dises kan auch gesungen werden auf die Weise Un= | sers wolbekanten Kirchengesanges vom Glauben: | Wir gläuben all an Einen Gott/ u.s.w."	1001068401		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 212:] XXXV. | Uber das Evangelium am Vierten Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auf die Melodei deß | schönen Lides: | Auff dich hab ich gehoffet HERR/ u.s.w."	1001068423		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 260:] XLIII. | Uber das Evangelium am zwölfften Sonta= | ge nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auff die Melodei deß | Lides: | Ach Gott thu dich erbarmen/ u.s.w."	1001068456		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 272:] XLV. | Uber das Evangelium am vierzehenden Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan gesungen werden auf die Melodei deß wol= | bekanten Gebeht Lides: | Jch ruff zu dir HErr Jesu Christ."	1001068465		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 296:] XLIX. | Uber das Evangelium am achtzehenden Son= | tage nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan man auch singen auff die Melodei deß | schönen Tauff Lides: | Christ unser HErr zum Jordan kahm."	1001068485		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 194:] XXXII. | Uber das Evangelium am ersten Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan gesungen werden auf die Melodei deß | bekanten Lides: | O Wir arme Sünder/ Unser Missethat/ u.s.w."	1001068408		
"Selle, Thomas$d1599-1663$jAscertained$030006456"	"[heading, p. 254:] XLII. | Uber das Evangelium am Elfften Sontage | nach dem Feste der H. Dreifaltigkeit/ | [...] | Dises kan auch gesungen werden auff die Weise des | bekanten BuhßLides: | Aus tieffer Noht schrei Jch zu dir/ u.s.w."	1001068452		
