UTL Catkey	100	245	260	300	RISM A number	RISM B number	RISM ID	Correct A number	Correct B number	CDN-Tu?	Notes	RISM ID no	[ACTUAL NUMBERS]	New 510
3799440	"Scholze, Johann Sigismund,1705-1750"	"10$aSingende Muse an der Pleisse,$bin 2. mahl 50 Oden, derer neuesten und besten musicalischen Stücke,$cmit denen darzu gehörigen Melodien zu beliebter Clavier-Ubung und Bemüths-Ergötzung, anjetzo viel verändert und verb. auch verm. ans Licht gestellet."	"00$aLeipzig,$c1747."	[120] p.			Not in RISM							
3799443	"Scholze, Johann Sigismund,1705-1750"	"10$aSingender Muse an der Pleisse erste Fortsetzung,$bin 2. mahl 25 Oden, derer neuesten besten und seichtesten musicalischen Stücke mit denen dazu gehörigen Melodien versehen und zu beliebter Clavier-Ubung und Bemüths-Ergötzung ans Licht gestellet."	"00$aLeipzig,$c1742."	[55] p.			Not in RISM							
3799465	"Schulz, Johann Abraham Peter,1747-1800"	"10$aMaria og Johannes;$bet Passions-oratorium af J. Ewald, componeret og udsadt for klaveret."	"00$aKiøbenhavn,$bS. Sønnichsen, Kongl. privel. nodetrykker,$c1789."	"[1], 30 p."	S 2349		990058779			No		RISM ID no. 	990058779	RISM ID no. 990058779
3799472	"Seelen, Johann Heinrich von,1688-1762"	"10$aMvsarvm ac mvsicae felix conivnctio,$billvstri exemplo Avgvstini, antistitis Hipponensis, declarata.  Promvlsis actvs pvblici, qvo d. XXXI mai a. MDCCLVI.  Cantor divinis avspiciis inavgvrabitvr."	"00$aLvbecae,$bTypis I.N. Greenii$c[1756]"	24 p.		"VI, 778"	Not in RISM							
3799631	"Simpson, Christopher,-1669"	"10$aChelys, minuritionum artificio exornata;$bsive, Minuritiones ad basin, etiam ex tempore modulandi ratio.  In tres partes distributa.  The division-viol; or, The art of playing ex tempore upon a ground.$cDivided into three parts ..."	"00$aLondon,$bPrinted by W. Godbid for H. Brome,$c1667."	"[12], 67 (i.e. 77) p.illus., music, port."		"VI, 786"	Not in RISM							
3799638	"Simpson, Christopher,-1669"	"02$aA compendium:$bor, Introduction to practical music.  In five parts.  Teaching, by a new, and easy method, 1. The rudiments of song.  2. The principles of composition.  3. The use of discords.  4. The form of figurate descant.  5. The contrivance of canon.$cBy Christopher Sympson."	"00$aLondon,$bPrinted by W. Pearson, for A. Bettesworth and C. Hitch [etc.]$c1732."	"[12], 144 p.music, port."		"VI, 785"	Not in RISM							
3799642	"Sivewright, John"	"12$aA collection of Church tunes & anthems,$bin three parts.$cCollected from the best authors."	"00$aEdinburgh,$bPrinted and sold by Urbani & Liston; J. Johnson, sct$c[179-?]"	score (72 p.)			Not in RISM				No RISM A or B number			
3799645		"00$aSix sonatas for two violins and a violoncello,$cwith a thorough bass for the harpsichord, compos'd by Sigr. Zanni, Sigr. Zimmerman, Sigr. Anetti, Sigr. Rozelli, & Sigr. Aragoni."	"00$aLondon,$bC. and S. Thompson$c[1764]"	parts 1		"II, 363"	Not in RISM							
3799661	"Sousa Villa Lobos, Mathias de"	10$aArte de cantochão.	"00$aCoimbra,$bOfficina de M. Rodrigves de Almeyda,$c1688."	"[15], 214, [4] p.illus., music."		"VI, 863"	Not in RISM							
3799723	"Davy, John,1763-1824"	04$aThe favorite new overture to The tempest.$bPerformed with universal applause at the Theatre Royal Covent Garden.	0\$a[London]$bW. Turnbull$c[18--]	0.875	D 1250z		not in RISM							
3799750	"Stevenson, John Andrew,Sir,1760?-1833"	"12$aA selection of Irish melodies with symphonies and accompaniments$cby Sir John Stevenson, and characteristic words by Thomas Moore.  1st [-3d] no."	"0\$aDublin,$bW. Powers$c[between 1807 and 1831]"	"3 no. in 1.facsim., plates."	S 6119		990062406			no		RISM ID no. 	990062406	RISM ID no. 990062406
3799752	"Linley, Thomas,1732-1795."	"14$aThe duenna;$bor, Double elopement, a comic opera as performed at the Theatre Royal ... under the title of the Governess, sett for the voice, harpsichord, violin, G. flute & guittar."	"0\$aDublin,$bPrinted by J. Lee$c[between 1778 and 1803]"	"[3], 52 p."	L 2464		990038126			no		RISM ID no. 	990038126	RISM ID no. 990038126
3799756	"Kent, James,1700-1776"	"10$aHear, hear my prayer;$ban anthem for two voices."	"0\$aLondon,$bEngraved, printed & sold by E. Riley$c[between 1798 and 1803]"	score (7 p.)	KK 422a		991021641			no		RISM ID no. 	991021641	RISM ID no. 991021641
3799759	"Stevenson, John,Sir,1761-1833"	"12$aA selection of popular national airs with symphonies and accompaniments$cby Sir John Stevenson, the words by Thomas Moore."	"0\$aDublin,$bW. Power,$c1818-1822."	3 no. in 1.plates.	S 6118		990062405			no		RISM ID no. 	990062405	RISM ID no. 990062405
3799763	"Storace, Stephen,1762-1796"	"14$aThe haunted tower;$ba comic opera in three acts ...  The music selected, adapted & composed$cby Steven Storace."	"0\$aLondon,$bPrinted by Longman & Broderip,$c1789."	"[1], 70 (i.e. 72) p."	S 6685		990062971			no		RISM ID no. 	990062971	RISM ID no. 990062971
3799767		"00$aLove in a village;$ba comic opera ...  The music by Händel [and others] for the harpsichord, voice, German flute or guitar."	"0\$aLondon,$bPrinted by H. Wright$c[between 1785 and 1801]"	"[1] p., score (62 p.)"	A 1861		990001862			no		RISM ID no. 	990001862	RISM ID no. 990001862
3799770	"Nares, James,1715-1783"	"02$aA concise, and easy treatise on singing,$baddressed to the delettanti in music, who are desirous of performing duets, or any vocal music in parts ...$cWith a set of English duets for beginners."	"0\$aLondon,$bPrinted for the author, and sold by J. Preston$c[1786]"	"[1], 33 p."		"VI,2,609 "	not in RISM							
3799789	"Warren, Edmund Thomas,d. 1794"	"02$aA sixth collection of catches,$bcanons, and glees for three and four voices ...  inscribed to the Noblemen and Gentlemen of the Catch Club ...$cby ... Thos. Warren."	"0\$aLondon,$bPrinted by Welcker$c[between 1765 and 1775]"	"[3], 42 p."		"II, 75"	not in RISM							
3799956	"Eichner, Ernst,1740-1777"	00$aSix sonatas a violon et alto viola.$bOeuvre X.	"0\$aBerlin,$bJ.J. Hummel$c[17--]"	part.	E 559		990016939			No		RISM ID no. 	990016939	RISM ID no. 990016939
3799962	"Swaen, Guilielmus de,ca. 1610-1673"	"10$a[Den singende swaen:$bdat is, Den lofsangh der heyligen, die als singende swaenen, de dood blygeestigh hebben ontfangen.  Gemaeckt door G.D.S."	"0\$aT'Antwerpen,$bA. van Brakel,$c1664]"	"[14], 602, [14] p."			Not in RISM							
3799975	"Tans'ur, William,1706-1783."	"12$aA new musical grammar, and dictionary;$bor, A general introduction to the whole art of musick.  In four books, teaching I. The rudiments of tones ... with rules for tuning the voice and beating of time, the nature of keys and transposition ... II. Containing such plain and easy directions as are necessary for tuning and playing on the organ, harpsichord, bass viol ... &c., with songs and lessons in great variety ...  III. The theory of sound ... together with the principles of practical musick, or, the most authentick rules of composition ...  IV. The musicians historical and technical dictionary, explicating above 550 of the most useful terms ...  The whole is extracted from the best authors, both ancient and modern ..."	"0\$aLondon,$bPrinted by R. Brown, for J. Hodges; also sold by the author, and by his son,$c1756."	"xii, [4], 176 p.diagrs., music."		"VI, 817"	Not in RISM							
3799978	"Tartini, Giuseppe,1692-1770"	10$aTrattato di musica secondo la vera scienza dell' armonia.	"0\$aPadova,$bNella stamperia del Seminario, appresso G. Manfrè,$c1754."	175 p.fold. plate.		"VI, 820"	Not in RISM							
3800004	"Tettamanzi, Fabricio,b. ca. 1650"	"10$aBreve metodo per apprendere fondatamente e con facilità il canto fermo.$bDiviso in tre libri: nel primo si pongono brevemente le regole del medesimo canto,$ccon il modo di praticarle; nel secondo, il modo di cantare l'ore canoniche; nel terzo, si pone l'officio in canto di tutta la settimana santa."	"0\$aMilano,$bB. Sirtori,$c1756."	"155, [1] p.illus., music."		"VI, 826"	Not in RISM							
3800119		"02$aA Select collection of original Welsh airs adapted for the voice;$bunited to characteristic English poetry.  Never before published.$cWith introductory & concluding symphonies and accompaniments for the piano forte or harp, violin & violoncello, composed chiefly by Joseph Haydn."	"0\$aLondon,$bPrinted & sold by Preston, and by G. Thomson the Editor, Edinburgh$c[1809-1817]"	3 v. :2 plates.	H 2742		990026903			No		RISM ID no. 	"990026903, 990026904"	"RISM ID no. 990026903, 990026904"
3800119		"02$aA Select collection of original Welsh airs adapted for the voice;$bunited to characteristic English poetry.  Never before published.$cWith introductory & concluding symphonies and accompaniments for the piano forte or harp, violin & violoncello, composed chiefly by Joseph Haydn."	"0\$aLondon,$bPrinted & sold by Preston, and by G. Thomson the Editor, Edinburgh$c[1809-1817]"	3 v. :2 plates.	H 2743					No		RISM ID no. 		RISM ID no. 
3800119		"02$aA Select collection of original Welsh airs adapted for the voice;$bunited to characteristic English poetry.  Never before published.$cWith introductory & concluding symphonies and accompaniments for the piano forte or harp, violin & violoncello, composed chiefly by Joseph Haydn."	"0\$aLondon,$bPrinted & sold by Preston, and by G. Thomson the Editor, Edinburgh$c[1809-1817]"	3 v. :2 plates.	H 2744						RISM title doesn't match UTL title			
3800176	"Tozzi, Antonio,1736-1812"	13$aIl Rinaldo.$bDa rappresentarsi nel teatro dell' eccellentissima casa Vendramin ...	"0\$aVenezia,$bLa Fiera dell' Ascensione,$c1775."	1 score (118 p.) + 6 parts.	T 1048		990064554			No		RISM ID no. 	990064554	RISM ID no. 990064554
3800230	"Viotti, Giovanni Battista,1755-1824"	"02$aA third grand concerto,$barr. for the piano forte, with or without additional keys, with accompaniments for violin, alto & bass, &c.$cby Mr Dussek."	"0\$aLondon,$bCorri, Dussek$c[1796?]"	part 1	V 1866		990066854			No		RISM ID no. 	990066854	RISM ID no. 990066854
3800249	"Warren, Edmund Thomas,d. 1794"	"02$aA collection of catches,$bcanons and glees ..."	"0\$aLondon,$bWelcker$c[ca. 1765-ca. 1795]"	v. 7-11 in	WW 1722	"II, 75"	991006962	"WW 1722 II, 75"		No	Titles do not match	RISM ID no. 	991006962	RISM ID no. 991006962
3800307	"Grétry, André-Ernest-Modeste,1741-1813"	00$aPartition de L'amant jaloux;$bcomédie en trois actes. Représentée devant leurs Majestés à Versailles le 20 novembre 1778 ...  Oeuvre XV.	"00$aParis,$bM. Houbaut, Gravée par le Sr Huguet, Imprimée par Basset$c[ca. 1778]"	score (168 p.)	G 3898		990022905			No		RISM ID no. 	990022905	RISM ID no. 990022905
3800340		"00$aMusicalische Neu-Jahrs-Gedichte,$cvon der Music-Gesellschaft auf der Teutschen Schul in Zürich."	00$aZürich.	"538 p.music, plates."	 (???)	"VIII, 1713/08"	Not in RISM							
3800383	"Zarlino, Gioseffo,1517-1590."	"10$aIstitutioni harmoniche /$cdel rev. messere Gioseffo Zarlino ... ; di nuouo in molti luoghi migliorate, & di molti belli secreti nelle cose della prattica ampliate ; nelle quali, oltra le materie appartenenti alla mvsica, si trouano dichiarati molti luoghi di poeti, historici, & di filosofi, si come nel leggerle si potrà chiaramente vedere ; con due tauole ..."	"0\$aVenetia :$bFrancesco de i Franceschi Senese,$c1573."	"[12], 428, [20] p.illus., diagrs., music."		"VI, 908"	Not in RISM							
3800471	"Hawkins, John,1719-1789"	02$aA general history of the science and practice of music ...	"00$aLondon,$bT. Payne,$c1776."	"5 v.illus., diagrs., facsims, music, plates, ports."		"VI, 399"	Not in RISM							
3800473	"Haydn, Joseph,1732-1809"	10$aCollection complette des quatuors ...$cGravée par Richomme.	"00$aParis,$bPleyel$c[180-]"	4 parts.port.	H 3354		990027512			No		RISM ID no. 	990027512	RISM ID no. 990027512
3800488	"Finger, Gottfried,fl. 1685-1717"	00$aSix sonata's of two parts for two flute's.$cComposed by Mr Finger.  Opera secunda.	"0\$aLondon,$bI. Walsh and I. Hare$c[1702]"	2 parts.	FF 847		990018066			Yes		RISM ID no. 	990018066	RISM ID no. 990018066
3800495	"Courteville, Raphael,d. ca. 1735"	"00$aSonatas of two parts, composd and purposley contrived for two flutes,$cby Mr Raphael Courtivill."	"0\$aLondon,$bPrinted and sold by I. Walsh$c[ca. 1701]"	2 parts.	CC 4345		990011698			Yes		RISM ID no. 	990011698	RISM ID no. 990011698
3825171	"Gaveaux, P.(Pierre),1761-1825"	"12$aL'enfant prodigue ;$bopéra en trois actes et en vers /$cparoles de MMrs *** ; dédié ... par P. Gaveaux ... ; représenté pour la première fois à Paris sur le Théâtre Impl. de l'Opéra Comique, par les Comédiens ordinaires de S.M. l'empereur et roi, le 23 novembre 1811 ; oeuvre XXVIII ..."	"0\$aA Paris :$bA la Nouveauté, chez M.Mrs. Pierre Gaveaux compositeur et Simon Gaveaux frères ...,$c[1811?]"	"1 score ([3], 219 p. (prelim. p. [3] advertisement))"	G 643		990019850			no		RISM ID no. 	990019850	RISM ID no. 990019850
3825786	"Della Maria, Domenico,1769-1800"	"13$aLe prisonnier,$bou, La ressemblance : opera en un acte /$cparoles du cen. Duval ; musique du cen. Domenico Della Maria ..."	"0\$aA Paris :$bDu fonds Des Lauries [i.e. Des Lauriers ...,$cca. 1800]"	"1 score ([3], 146 p. (prelim. p. [3] advertisement))"	D 1451		990013291			No		RISM ID no. 	990013291	RISM ID no. 990013291
3826197	"Dalayrac, N.(Nicolas),1753-1809"	"10$aPicaros et Diego,$bou, La folle soirée : opéra bouffon en un acte et en prose /$cparoles de Mr. xxxx ; représente pour la premiere fois, sur le Théâtre de l'Opéra Comique, Rue Feydeau, le 13. floreal an 11 ; musique de N. Dalayrac ..."	"0\$aA Paris :$bChez Pleyel ...,$c[1803]"	"1 score ([3], 236 p.)"	D 512		990012437			no		RISM ID no. 	990012437	RISM ID no. 990012437
3871540	"Minguet é Irol, Pablo,-1801?"	"10$aReglas, y advertencias generales que enseñan el modo de tañer todos los instrumentos mejores,$by mas usuales : como son la guitarra, tiple, vandola, cythara, clavicordio, organo, harpa, psalterio, bandurria, violin, flauta travesera, flauta dulce, y la flautilla ..."	"0\$aEn Madrid :$bPor Joaquin Ibarra ...,$c[1752]-1754."	"[69] leaves :ill., music."		"VI, 587"	Not in RISM							
3871790	"Monsigny, Pierre-Alexandre,1729-1817."	"12$aL'isle sonante :$bopera-comique en trois actes: réprésentée pour la premiere fois par les comediens italiens ordinaires du roy, le lundy 4. janvier 1768 /$cpar Mr. *** ; gravé Mlle Vendôme et le sr. Moria."	"0\$aA Paris :$bChez Claude Herissant ...,$c[1768?]"	"1 score ([1], 228 p.)"	M 3257		990041835			No		RISM ID no. 	990041835	RISM ID no. 990041835
3877382	"Arteaga, Esteban de,1747-1799"	13$aLe rivoluzioni del teatro musicale italiano dalla sua origine fino al presente :$bopera /$cdi Stefano Arteaga ...	"0\$aIn Venezia :$bNella stamperia di Carlo Palese,$c1785."	3v. :music.		"VI, 98"	Not in RISM							
3882393	"Adams, Abraham"	"15$a[The Psalmist's new companion :$bcontaining an introduction to the grounds of musick ... also forty-one psalm tunes, and twenty-five anthems ... : to which is added a funeral hymn : the whole is composed in three and four parts ... /$cset forth and corrected by Abraham Adams ..."	"0\$aLondon :$bs.n.,$cbetween 1753 and 1756]"	"[1+], 14, 162, [1], 163-195+ p."	A 283		990000284			no		RISM ID no. 	990000284	RISM ID no. 990000284
3890647	"Rébel, François,1701-1775"	"10$aTarsis et Zelie :$btragedie /$cmise en musique par Messieurs Rebel et Francoeur ... ; représentée, pour la premiere fois ... le mardy dix-neuviéme d'octobre 1728."	"0\$aÀ Paris :$bDe l'Imprimerie de J-B-Christophe Ballard ...,$c1728."	"1 score ([8], lxxv, [5], 335, [1] p.)"	F 1801		990018957			No		RISM ID no. 	990018957	RISM ID no. 990018957
3890649	"La Coste,fl. 1693-1757."	10$aOrion :$btragedie en musique /$cpar Monsieur La Coste ... ; représentée pour la premiere fois ... le jeudy douzième jour de fevrier 1728.	"0\$aÀ Paris :$bDe l'Imprimerie de J-B-Christophe Ballard ...,$c1728."	"1 score ([8], xvj (i.e. lvj), 331, [1] p.)"	L 158		990035995			No		RISM ID no. 	990035995	RISM ID no. 990035995
3890673	"Desmarets, Henri,1661-1741."	"10$aIphigénie en Tauride :$btragedie /$cmise en musique par Messieurs Desmarets, & Campra ; représenté pour la premiere fois, par l'Academie royale de musique, le mardy sixiéme jour de May 1704."	"0\$aA Paris :$bDe l'Imprimerie de Jean-Baptiste-Christophe Ballard ...,$c1733."	"1 score ([6], 308 p.)"	C 739		990008499			No		RISM ID no. 	990008499	RISM ID no. 990008499
3890928	"Rébel, François,1701-1775"	13$aLe trophée :$bdivertissement a l'occasion de la victoire de Fontenoi /$cmis en musique par Mrs. Rebel et Francoeur ... ; representé par l'Academie royale de musique le mardy 10 aoust 1745 ; les paroles sont de Mr. de Moncrif ... ; gravé par le sr. Hue.	"0\$aA Paris :$bChez Madame Boivin ... [et] le sieur Le Clerc ...,$c1745."	"1 score ([2], 40 p.)"	F 1802		990018958			No		RISM ID no. 	990018958	RISM ID no. 990018958
3890934	"Rébel, François,1701-1775"	"10$aZélindor roi des Silphes :$bdivertissement représenté a Versailles devant Sa Majesté les mercredy 17 et 24 mars, et par l'Academie royale de musique, le mardy 10 aoust 1745 /$cmis en musique par Mrs. Rebel et Francoeur ... ; les paroles sont de Mr. de Moncrif ..."	"0\$a[Paris :$bChez Madame Boivin ... [et] le sieur Le Clerc ...],$c1745."	"1 score ([1], 58 p.)"	F 1803		990018959			No		RISM ID no. 	990018959	RISM ID no. 990018959
3929261	"Berton, H.(Henri),1767-1844."	"10$aValentin,$bou, Le paysan romanesque : opéra comique en deux actes : représenté sur le Théâtre royal de l'Opéra comique /$cparoles de Mrs. Picard et Loraux ; dédié ... par H.M. Berton ..."	"\\$aA Paris :$bChez Augte. Le Duc ...,$c[1813?]"	"[3] leaves, score (203 p.)"	B 2334		990005120			no		RISM ID no. 	990005120	RISM ID no. 990005120
